Prefix	Baseline	000	001	010	011	100	101	110	111
ENSG00000239872	7	7	0	0	0	0	0	0	0
ENSG00000239935	175	132	40	1	1	1	0	0	0
ENSG00000240890	1	1	0	0	0	0	0	0	0
ENSG00000240996	5	5	0	0	0	0	0	0	0
ENSG00000241489	62	50	11	1	0	0	0	0	0
ENSG00000242284	28	25	3	0	0	0	0	0	0
ENSG00000242612	136	119	17	0	0	0	0	0	0
ENSG00000243256	30	27	3	0	0	0	0	0	0
ENSG00000243417	54	52	2	0	0	0	0	0	0
ENSG00000243440	170	149	19	1	1	0	0	0	0
ENSG00000243480	29	28	1	0	0	0	0	0	0
ENSG00000243721	16	15	1	0	0	0	0	0	0
ENSG00000243725	91	78	12	0	0	1	0	0	0
ENSG00000243989	37	35	2	0	0	0	0	0	0
ENSG00000244617	322	258	60	4	0	0	0	0	0
ENSG00000245648	114	89	24	0	0	0	1	0	1
ENSG00000246082	8	6	2	0	0	0	0	0	0
ENSG00000247157	200	171	29	0	0	0	0	0	0
ENSG00000248049	46	41	5	0	0	0	0	0	0
ENSG00000248155	32	31	1	0	0	0	0	0	0
ENSG00000248668	51	41	9	1	0	0	0	0	0
ENSG00000248697	55	47	8	0	0	0	0	0	0
ENSG00000249212	28	26	2	0	0	0	0	0	0
ENSG00000249263	23	18	4	0	0	1	0	0	0
ENSG00000249459	28	20	8	0	0	0	0	0	0
ENSG00000249952	74	62	12	0	0	0	0	0	0
ENSG00000250162	19	19	0	0	0	0	0	0	0
ENSG00000250443	27	25	1	0	0	1	0	0	0
ENSG00000250895	43	41	2	0	0	0	0	0	0
ENSG00000251297	27	27	0	0	0	0	0	0	0
ENSG00000251323	157	128	26	2	0	0	1	0	1
ENSG00000251555	35	26	8	0	1	0	0	0	0
ENSG00000253144	19	11	8	0	0	0	0	0	0
ENSG00000253368	448	362	79	3	3	1	0	0	0
ENSG00000254461	13	12	0	1	0	0	0	0	0
ENSG00000256898	24	24	0	0	0	0	0	0	0
ENSG00000257376	11	10	0	0	1	0	0	0	0
ENSG00000257531	318	257	55	6	0	0	0	0	0
ENSG00000257773	29	25	3	1	0	0	0	0	0
ENSG00000258179	8	6	2	0	0	0	0	0	0
ENSG00000258357	79	32	46	1	0	0	0	0	0
ENSG00000258777	96	87	8	1	0	0	0	0	0
ENSG00000259004	90	78	11	1	0	0	0	0	0
ENSG00000259382	38	29	7	2	0	0	0	0	0
ENSG00000259419	11	5	6	0	0	0	0	0	0
ENSG00000259425	399	293	105	0	1	0	0	0	0
ENSG00000259468	19	14	5	0	0	0	0	0	0
ENSG00000259529	41	36	5	0	0	0	0	0	0
ENSG00000259570	22	21	0	1	0	0	0	0	0
ENSG00000259784	169	134	34	1	0	0	0	0	0
ENSG00000259881	127	89	37	1	0	0	0	0	0
ENSG00000259909	6	6	0	0	0	0	0	0	0
ENSG00000260034	17	16	1	0	0	0	0	0	0
ENSG00000260052	197	170	26	1	0	0	0	0	0
ENSG00000260083	89	72	17	0	0	0	0	0	0
ENSG00000260304	29	23	4	2	0	0	0	0	0
ENSG00000260669	249	203	44	1	1	0	0	0	0
ENSG00000261000	105	85	16	4	0	0	0	0	0
ENSG00000261659	94	76	15	2	0	1	0	0	0
ENSG00000261670	43	37	6	0	0	0	0	0	0
ENSG00000261717	145	123	22	0	0	0	0	0	0
ENSG00000262227	8	6	2	0	0	0	0	0	0
